,name,price,description,link
334,"MacBook Pro 14 (2023), 1024 ГБ, M3 Max (14 ядер), RAM 36 ГБ, GPU 30-core в Москве",270000,"Под заказ, предоплата 100%, поставка 1 месяц.

Новый, запечатанный, не активирован.

Гарантия 1 год.

Заключение договора с ООО и выдача кассового чека на сумму предоплаты, на межгород предоплата на расчетный счет ООО, доставка Сдэк.

Работаем с юридическими и физическими лицами.

Магазин Телебум — г. Новосибирск, ул. Красный проспект, д 51\2 и г. Москва, Большая Сухаревская площадь, д. 14/7.

Работаем ежедневно с 10 до 20.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_2023_14_m3_max_36gb1tb_3647145299
335,"MacBook Pro 14 (2023), 1000 ГБ, M2 Pro (12 ядер), RAM 16 ГБ, GPU 19-core в Москве",191416,"Apple MacBook Pro 14 with Retina display Late 2023 M2 Pro 16Gb 1Tb Silver Mphj3.

Артикул: Dfv43evkjb.

Привезен из Дубай.
— Apple M2 Pro with 12‑core Cpu, 19‑core Gpu, 16‑core Neural Engine.
— 16GB unified memory.
— 1TB Ssd storage.
— 96W Usb-C Power Adapter.
— 14-inch Liquid Retina Xdr display².
— Three Thunderbolt 4 ports, Hdmi port, Sdxc card slot, headphone jack, magsafe 3 port.
— Backlit Magic Keyboard with Touch ID.
Есть Другие Варианты.

Звоните Уточняйте.

Цена От Той Что В Обьявление.

Оптом И В Розницу.

Условия Сотрудничества.

Цена по Дропшипинг +1.500₽.

Опт От 10 шт +1000₽.

Опт От 5 шт +1500.

Опт От 2 шт +2000₽.

В Розницу +4000₽.

К стоимости в Прайсе.

Доставка при покупке в розницу.

По Москве Бесплатная.

В других случаях 1000₽.

Товар В Наличии.

МЫ Продаем Технику Apple Оптом И В Розницу По Самым Низким Ценам В РФ. Актуальный Прайс Можно Скачать В Телеграмм. По Запосу Вышлим Ссылку.

Есть Доставка И Самовывоз.

Оплата По Факту. Без Пред Оплаты И Прочего Лохотрона.

Самовывоз.

ТЦ Савеловский М. Савеловская Сущевский Вал 5стр.1 Офис На 2 Этаже. 21 Подъезд. Позвонить На Месте Встретит Менеджер. C 10:00 ДО 21:00.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_2023_m2_pro_16gb_1tb_silver_mphj3_2846438140
336,"MacBook Pro 14 (2023), 512 ГБ, M3 (8 ядер), RAM 16 ГБ, GPU 10-core в Москве",160000,"Доброго времени суток!

В продаже:

Macbook pro 16 M3 2023.

Mrw13 — Space Black M3 Pro 12-Core, Gpu 18-Core, 18GB, 512GB — по запросу.

Mrw43 — Silver M3 Pro 12-Core, Gpu 18-Core, 18GB, 512GB — по запросу.

Mrw23 — Space Black M3 Pro 12-Core, Gpu 18-Core, 36GB, 512GB — по запросу.

Mrw33- Space Black M3 Max 14-Core, Gpu 30-Core, 36GB, 1TB — по запросу.

Находимся в 3-х минутах от метро, также есть доставка по Москве.

Подписывайтесь на наш профиль Avito (постоянные обновления).

Рассматриваем Выкуп и Обмен вашего Взаимовыгодный Trade IN.",https://www.avito.ru/moskva/noutbuki/macbook_pro_m3m3_prom3_max_14_i_16_dyuymov_3890471621
337,"MacBook Pro 16 (2023), 4000 ГБ, M3 Max (16 ядер), RAM 128 ГБ, GPU 40-core в Москве",550000,"Apple Macbook Pro 16 M3 Max Custom 2023 New.

Z1cm0000c — M3 Max 16/40 128 4TB Ssd Space Black.",https://www.avito.ru/moskva/noutbuki/macbook_m3_max_1284tb_black_3618685775
338,"MacBook Pro 14 (2023), 1024 ГБ, M2 Pro (12 ядер), RAM 16 ГБ, GPU 19-core в Москве",170000,"Продаю MacBook Pro 14 2023 года, на гарантии до августа 24. Состояние отличное. 33 цикла. В комплекте зарядка.

Гравировку можно сделать +1000₽.

В наличии также другие модели:

Подробные фото предоставлю по запросу, объявления выложу в течении дня.

Возможна доставка.

Заходите в профиль, чтобы посмотреть другие модели macbook и imac.

Доставка 700₽ в пределах мкад.

Возможен подбор под ваши требования.

Возможен обмен на ваш mac с доплатой в обе стороны.

Возможна продажа через юр лицо.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_14_m2_2023_16gb_1tb_3639232815
339,"MacBook Pro 14 (2021), 512 ГБ, M1 Pro (10 ядер), RAM 16 ГБ, GPU 14-core в Москве",135000,"Был куплен в начале 2023 года. Практически не использован, состояние идеальное, все чеки, гарантия и полный комплект. Количество циклов перезарядки — 50.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_14_m1_pro_2021_3693054115
340,"MacBook Pro 14 (2023), 1024 ГБ, M2 Pro (12 ядер), RAM 16 ГБ, GPU 19-core в Москве",195000,"Новый в упаковке. Русская раскладка есть. Реальным покупателям небольшой торг.

В ноутбуке Apple MacBook Pro 14 2023 года выпуска, установлен двенадцатиядерный процессор M2 Pro от того же производителя. Объем оперативной памяти — 16 Гб. Хранилище для файлов и приложений — Ssd-накопитель 1024 ГБ.

Диагональ экрана Liquid Retina Xdr — 14,2 дюйма, разрешение — 3024 х 1964 пикселя, частота обновления — 120 Гц. Клавиатура дополнена подсветкой. Звуковая система Dolby Atmos состоит из шести динамиков.

Вес мобильного компьютера — 1,60 кг. Толщина алюминиевого корпуса — 15.5 мм. Время работы без подзарядки — до 18 часа. Есть поддержка Wi-Fi и Bluetooth. Для подключения внешних устройств и накопителей данных добавлены порты Thunderbolt. Предусмотрен аудиоразъем 3,5 мм для проводной гарнитуры.

Характеристики.

Чип Apple M2 Pro или M2 Max: грандиозное расширение вычислительных и графических возможностей компьютера, ускорение операций машинного обучения.
Процессор 10 и 12 ядер — до 3,7 раза мощнее, чтобы ещё быстрее справляться с задачами профессионального уровня.
Графический процессор до 38 ядер — до 13 раз быстрее, чтобы можно было использовать самую сложную графику в играх и приложениях.
16 ядерная система Neural Engine — до 11 раз быстрее машинное обучение.
Увеличенное время работы от аккумулятора: до 22 часов без подзарядки.
До 96 ГБ объединённой памяти, чтобы всё работало быстро и плавно.
Сверхбыстрый Ssd накопитель до 8 ТБ (8192 ГБ), чтобы файлы и приложения открывались без задержки.
Потрясающий дисплей Liquid Retina Xdr с диагональю 16 дюймов, экстремальным динамическим диапазоном и поразительной контрастностью.
Камера facetime HD 1080p с передовым процессором обработки сигналов, чтобы изображение во время видеозвонков было ещё более чётким.
Система из шести динамиков, включая низкочастотные с подавлением резонанса Система из трёх микрофонов студийного уровня для качественной передачи голоса.
Три порта Thunderbolt 4, порт Hdmi, слот для карт Sdxc, выход для наушников, разъём питания magsafe 3.
Поддержка Wi Fi 6E для подключения к высокоскоростным сетям нового поколения.
Клавиатура Magic Keyboard с подсветкой и технологией Touch ID, чтобы быстро и безопасно входить в учётные записи и оплачивать покупки.
В macos Monterey есть новые мощные функции для творчества, общения и совместной работы, обновления facetime и усовершенствованный браузер Safari.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_14_m2_pro_12c_cpu_19c_gpu_20_3878123284
341,"MacBook Pro 13 (2017), 128 ГБ, Core i5, 2.3 ГГц, RAM 8 ГБ, Intel Iris Plus Graphics 640 в Москве",38600,"Продается верный и бесперебойный помощник девочки-дизайнера, который только что уступил место обновленной модели 2023 года. А эта славная машинка может послужить кому-нибудь еще) Как вам такой сценарий: я для интереса установил на него винду и подключил компактный egpu, т. Е. Внешнюю видеокарту! Эксперимент был славный, но в настоящий момент система стоит родная и бук готов обрести нового хозяина).

Макбук Про был куплен в 2018 году в Связном (ростест). Не вскрывался, не ремонтировался. Работает как часы, установлена версия ОС 11.7.6. Big Sur. Имеет некоторые естественные потертости от использования, в целом в очень хорошем состоянии.

В комплекте родной шнур и блок питания, а также коробка. Фотки макбука делала его единственная хозяйка.",https://www.avito.ru/moskva/noutbuki/macbook_pro_13_core_i5_8128_4049963361
342,"MacBook Pro 16 (2023), 2048 ГБ, M3 Pro (12 ядер), RAM 36 ГБ, GPU 18-core в Москве",315000,"Абсолютно новый запечатанный ноутбук Apple MacBook Pro 16 2023 M3 Pro/12C Cpu/18C Gpu/36 GB/2 TB Ssd/ Space Black. В наличии, можете подъехать и купить. Все цены актуальные. Возможен обмен на вашу технику Apple. Могу выставить счет на оплату, плюс 10% к стоимости.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_2023_m3_pro36_gb2_tbblack_3658998419
343,"MacBook Pro 16 (2023), 1024 ГБ, M3 Max (14 ядер), RAM 36 ГБ, GPU 30-core в Москве",320000,"Абсолютно новый Apple MacBook Pro 16 2023 M3 Max/14c Cpu/30c Gpu/36 GB/1 TB Ssd/Space Black. Вскрыта упаковка при транспортировке. Ноутбук в использовании не был. На гарантии от Apple до 12 января 2025 года. Возможен обмен на вашу технику Apple. Могу выставить счет на оплату, плюс 10% к стоимости.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_2023_m3_max36_gb1_tb_ssdnew_3691058208
344,"MacBook Pro 16 (2023), 4096 ГБ, M3 Max (16 ядер), RAM 64 ГБ, GPU 40-core в Москве",575000,"Абсолютно новый запечатанный Apple MacBook Pro 16 M3 Max/16c Cpu/40c Gpu/64 GB/4 TB Ssd. Space Black. Возможен обмен на вашу технику Apple. Могу выставить счет на оплату, плюс 10% к стоимости.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_2023_m3_max40c64_gb4_tb_ssdnew_3691039017
345,"MacBook Pro 16 (2023), 512 ГБ, M3 Pro (12 ядер), RAM 16 ГБ, GPU 18-core в Москве",144990,"Нoвыe неактивирoвaнные с заводcкими пломбaми мaсbоok Рrо 16«, MacBook Рrо 14» на процессорах M3 Pro, M3 Max.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14pro_16_m3_pro_m3_max_2023_god_3501178098
346,Apple MacBook Pro Air ассортимент из США в Москве,150000,"Oчeнь приятныe цены на Макбуки в нашем магaзине!

Товар новый, не восстановленный в ассортименте:

Apple MacBook Air 15 M2 2023 8/512 — Silver — Mqkt3ll/A — 126.990 р.

Apple MacBook Air 15 M2 2023 16/256 — Midnight — Z18t0ll/A — 139.990 р.

Apple MacBook Pro 16 M3 2023 18/512 — Black — Mrw13ll/A — 219.990 р.

Apple MacBook Pro 14 M2 2023 16/1Tb — spacegray Mphf3ll/A — 205.990 р.

Xорoший acсоpтимент лaптoпoв нa любoй вкус.

Товар новый, в заводcкoй упакoвкe, с плoмбaми.

Пpямые поcтaвки из США.

Гaрантия oт нашeгo мaгaзина.

Обоpудoваннoе уютнoe местo выдaчи товара позвoлит Вам качеcтвеннo пpoверить перед покупкой товар без суеты и спешки.

Оплата наличными, по QR коду, переводом на карту или на р/с ИП.

Переходите в профиль, выбирайте свою модель.

Звоните, пишите — я на связи!",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_air_assortiment_iz_ssha_3734714786
347,"MacBook Pro 14 (2023), 2048 ГБ, M3 Max (16 ядер), RAM 64 ГБ, GPU 40-core в Москве",380000,"Под заказ, предоплата 100%, поставка 1 месяц.

Новый, запечатанный, не активирован.

Гарантия 1 год.

Заключение договора с ООО и выдача кассового чека на сумму предоплаты, на межгород предоплата на расчетный счет ООО, доставка Сдэк.

Работаем с юридическими и физическими лицами.

Магазин Телебум — г. Новосибирск, ул. Красный проспект, д 51\2 и г. Москва, Большая Сухаревская площадь, д. 14/7.

Работаем ежедневно с 10 до 20.",https://www.avito.ru/moskva/noutbuki/macbook_pro_2023_14_m3_max_64gb2tb_3647271468
348,"MacBook Pro 16 (2023), 1024 ГБ, M3 Pro (12 ядер), RAM 36 ГБ, GPU 18-core в Москве",290000,"Абсолютно новый запечатанный Apple MacBook Pro 16 2023 M3 Pro/12c Cpu/18c Gpu/36 GB/1 TB Ssd/Space Black. В наличии, можете приехать и купить. Могу выставить счет на оплату, плюс 10% к стоимости. Возможен обмен на вашу технику Apple.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_2023_m3_pro36_gb1_tbnewblack_3658827439
349,"MacBook Pro 14 (2023), 1024 ГБ, M3 Max (16 ядер), RAM 64 ГБ, GPU 40-core в Москве",420000,"Новый Запечатанный MacBook Pro 14 2023 M3 Max — 16с Cpu и 40c Gpu / 64Gb / 1Tb. Цвет Space Black. В наличии. Купить можно хоть сейчас. Клавиатура Америка.

Оплата наличкой или Usdt, оплата на ИП + 10% к счету. Возможен обмен на вашу технику Apple.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_2023_m3_max_64gb_1tb_space_black_3760751245
350,MacBook Pro 14 M3 Max(40c) 128GB 2TB в Москве,494900,"MacBook Pro 14.2"" 2023 M3 Max(14c Cpu, 30c Gpu) 128GB 20128GB (2TB) Z1aw0000w Space black (Космический чёрный) Usa/HK.

— Apple M3 Max с 14‑ядерным процессором, 40‑ядерным графическим процессором, 16‑ядерной системой Neural Engine.
— 128 ГБ объединённой памяти.
— Ssd‑накопитель ёмкостью 20128 ГБ (2 ТБ).
— Адаптер питания Usb‑C мощностью 70 Вт.
— Дисплей Liquid Retina Xdr 14 дюймов.
— Три порта Thunderbolt 4, порт Hdmi, слот для карт Sdxc, разъём питания magsafe 3.
— Клавиатура Magic Keyboard с Touch ID и подсветкой, только английская раскладка.
— Трекпад Force Touch.

Apple в наличии в Москве на Горбушке.
Купить MacBook Pro 14.2"" дюймов, Early 2023 на M3 Max(14c Cpu, 30c Gpu) 128GB 20128GB (2TB), оригинал в заводской упаковке, Модель: A0000.

Способы оплаты:
— наличные (переводы не принимаем).
— через Тинькофф по QR-коду (снятие наличных) для регионов.
— банковской картой через терминал +8%.
— банковской картой онлайн +15%.
— безналичный расчёт +15% без Ндс.
— в рассрочку, в кредит через Сбербанк +20% годовых к стоимости товара. (оформляется в магазине, по карте Сбербанка).

Купить или заказать с доставкой ноутбук Apple MacBook Pro 14"" 2023 M3 Max(14c Cpu, 30c Gpu) 128GB 20128GB (2TB).

Доставка.
— в пределах Мкад — от 600 рублей.
— в регионы отправляем сдэком после 100% оплаты.

Товарный, кассовый чек.

Самовывоз.
Москва, ул. Барклая, д. 8, Трц ""Горбушка"" (метро Багратионовская).
1.5 этаж, павильон №511.

Режим Работы: с 10:00 до 20:00.

Резерв.
Убедительно просим Вас ставить интересующий товар в резерв. Товар в резерве до конца рабочего дня, спасибо за понимание. Не откладывайте на завтра, то что можно купить сегодня.

Нашли дешевле? Готовы обсудить цену ниже конкурентов!

Почему так дешево? В чем же подвох?
Ценовая политика нашего магазина основывается на принципах минимальной стоимости любого из аппаратов в рамках рынка.
Мы не тратим деньги на телевизионную и другие виды рекламы широкого охвата, что автоматически позволяет исключать все затраты из конечной стоимости товара. Кроме того, прямые оптовые поставки из разных стран позволяют формировать лучшие ценовые предложения в рамках рынка.
В отличие от крупных торговых сетей мы не платим миллионы рублей за аренду торговых точек в тысячах торговых центров. Также мы поддерживаем оптимальный штат сотрудников, позволяющий не раздувать зарплатную ведомость и с максимальной эффективностью использовать имеющихся специалистов.

Cамый дешевый MacBook Pro.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_m3_max40c_128gb_2tb_3763801083
351,"MacBook Pro 16 (2023), 512 ГБ, M2 Pro (12 ядер), RAM 16 ГБ, GPU 19-core в Москве",214990,"Срочная Продажа!

Новый. Заводская Упаковка.

· Оригинальный ноутбук с гарантией 1 год.

· MacBook Pro 16 2023 года на M2 Pro процессоре. (10cpu/19gpu/16ram).

· Вся продукция Apple не активирована.

– Silver.

– английская (американская) раскладка.

· Не рст, оригинал.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_m2_pro_512gb_2023_2979608363
352,"MacBook Pro 14 (2023), 512 ГБ, M2 Pro (10 ядер), RAM 16 ГБ, GPU 16-core в Москве",162000,"Полный комплект. Так же отдам чехлы от него. +переходник на российскую вилку для Блока Питания.
Русифицирована клавиатура.

Циклов заряда: 18, аккумулятор 100%. Большую часть времени работал от сети + ставил ограничение зарядки до 80% (он итак держит полный рабочий день с легкостью).

Ноутбук в хорошем состоянии, царапин нет.
Снизу остался ""рисунок"" от чехла для ноутбука (на фото). Клавиатура местами затерта (на фото видно по пробелу).
Цвет Space Gray.

Куплен и активирован: 11.10.2023.

Любые проверки. Mdm профиль отсутствует.
Приобретался в Macaroon Store, имеется от них гарантия до 11.10.2024.

Продаю в связи с переходом на 16"" модель.

Разумный торг уместен.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_2023_m2_pro_1016_core_16512gb_3805494804
353,"MacBook Pro 14 (2023), 8192 ГБ, M2 Max (12 ядер), RAM 96 ГБ, GPU 38-core в Москве",422000,"Абсолютно новые США.

Cамовывoз дo 19:00 бeз выxoдных.

Авито доставкой отправляем Сдэком.

— Производительная платформа с процессором M2 Max.

— Панель Liquid Retina Xdr размером 14 дюймов.

— Переменная частота обновления экрана promotion 120 Гц.

— Долговечная клавиатура Magic Keyboard с механическими ножничными переключателями.

— Емкий твердотельный накопитель объемом 8 ТБ.

ЖК-дисплей Liquid Retina Xdr от Apple объединяет в себе инновационные технологии отображения. Он оснащен мини-Led подсветкой, высокие характеристики Tft и Hdr-панель с максимальной яркостью в 1600 нит. Этот дисплей размером 14,2 дюйма имеет разрешение 3024p на 1964p и плотность пикселей 254 ppi. При постоянной яркости 1000 нит, он также может повышать ее до 1600 нит для поддержки Hdr-контента. Производительность дисплея promotion с частотой обновления 120 Гц динамически адаптируется к содержимому экрана, обеспечивая наилучшее отображение. Пользователи, нуждающиеся в фиксированной частоте обновления для редактирования видео или другого контента, могут настроить параметры дисплея по своему усмотрению.

Мини-светодиодная подсветка — это полшага от стандартной светодиодной до Oled. Она обеспечивает более высокий коэффициент контрастности 1 000 000: 1 с глубоким черным цветом и точной цветопередачей.

Своим впечатляющим возможностям новый макбук Про 14 дюймов обязан самому мощному процессору Apple Silicon последнего поколения. Представленный в этом обзоре Mac Pro 2023 построен на базе чипа M2 Max, который обладает самыми впечатляющими возможностями в плане скорости работы, графической обработки и коммуникации. Новый процессор объединяет 12-ядерный ЦП, 30-ядерный ГП и 16-ядерную нейронную систему в единую компонентную базу на кристалле. Поддержка оперативной памяти объемом до 96 ГБ (для процессоров M2 Max с 38-ядерной Gpu) и ее пропускная способность 400 ГБ/с дает впечатляющий прирост вычислительной скорости и графической производительности. Емкость Ssd составляет 8 ТБ. При необходимости вы найдете в нашем каталоге более доступные кастомные версии макбук 2023 с оперативной памятью и хранилищем меньшего объема.

Наличие 67 миллиардов транзисторов, что более чем в 3 раза больше, чем чипа M2, позволяет мгновенно загружать огромные массивы данных и одновременно работать в нескольких профессиональных программах. M2 Max оснащён таким же 12-ядерным процессором нового поколения, что и M2 Pro в максимальной конфигурации, а вот графическая система стала намного производительнее. По сравнению с чипом М1 Макс скорость обработки графики повысилась на 30 процентов.

Внутренняя конструкция ноутбука была изменена, чтобы обеспечить на 50 % больший поток воздуха по сравнению с 13-дюймовой моделью даже при низкой скорости вращения вентилятора.",https://www.avito.ru/moskva/noutbuki/novyy_apple_macbook_pro_14_2023_m2_max_96gb_8tb_3604676574
354,"MacBook Pro 16 (2023), 2048 ГБ, M3 Max (16 ядер), RAM 128 ГБ, GPU 40-core в Москве",580000,"Абсолютно новый запечатанный неактивированный Apple MacBook Pro 16 2023 M3 Max/16c Cpu/40c Gpu/128 GB/2 TB Ssd/ Space Black. В наличии, в Москве, можете подъехать и купить. Возможен обмен на вашу технику Apple. Могу выставить счет на оплату, плюс 10% к стоимости.",https://www.avito.ru/moskva/noutbuki/macbook_pro_16_2023_m3_max128_gb2_tb_ssdnew_3691118908
355,Macbook Pro 14 “16” M1/М2 2023 в Москве,163000,"Можно больше не искать, тут дешевле.

У нас только новые оригинальные гаджеты от Apple.

Не активированный и не восстановленный.

Заводские пломбы на упаковке.

Связи с курсом доллара цены могут отличаться. Уточняйте актуальные цены!

Оптом и розница.

Любая проверка на оригинальность перед покупкой.

Работаем по системе Trade-in(сдай старое и приобрети с доплатой новое).

Предоставляем товарный чек.

Постоянным клиентом скидка.

Бронь товара на час без предоплаты.

Просьба предупреждать о выезде заблаговременно, так как товара может не оказаться.

О наличии и стоимости, Вы можете уточнить по телефону и в личных сообщениях.

Гарантия:

7дней на заводской брак, со дня покупки.

Год на сервисное обслуживания.

Способ оплаты:

наличными.

Через Тинькофф по QR-коду (снятие наличных) для регионов.

Оплата банковской картой через пост терминал +9%.

Без наличный расчёт с юр. Лицами +10% без Ндс.

Доставка:

Доставка по Москве нашими курьерами (условия оформление доставки: оплачиваете сразу стоимость доставки, остальную сумму после получения товара).

—От 500₽.

Отправка в регионы через Сдэк(при условии полной оплаты).

Звоните И Пишите 24/7.

Поможем с выбором и про консультируем.

Самовывоз.

Москва м. Багратионовская, Барклая 8.

ТЦ «Горбушка» полуторный этаж (А сектор) номер магазина (508) 5 минут от метро.

Имеется паркинг.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_16_m1m2_2023_2841401866
356,"MacBook Pro 14 (2023), 512 ГБ, M2 Pro (10 ядер), RAM 16 ГБ, GPU 16-core в Москве",147000,"Модель — Macbook Pro Retina 14 2023 года цвет Silver. Клавиатура русская. В комплекте идет коробка, инструкции, оригинальное зарядное устройство.

Характеристики:

Процессор Apple M2 Pro.

Оперативная память 16ГБ.

Жесткий диск Apple Ssd 512GB.

Аккумулятор — 181 цикл перезарядки.

Все фото в данном объявлении именно этого устройства!

Встреча возможна на Пролетарской, при встрече — полная проверка, предоставлю все программы для тестирования.

Гарантия — всемирная гарантия Apple до 25 марта 2024 года.

Внешнее состояние ноутбука — состояние идеальное.

Отзывы и другие ноутбуки — в профиле.

Возможен обмен или выкуп вашего Macbook / imac / ipad Pro.

Возможна отправка авито доставкой.

Если надоело общаться с мошенниками, нужно просто купить мак и работать — это ваш вариант. Ноутбук в наличии, если хотите забронировать до приезда — звоните!",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_2023_m2_pro_16gb_512gb_na_garantii_3844318451
357,"MacBook Pro 14 (2023), 1000 ГБ, M3 Max (14 ядер), RAM 36 ГБ, GPU 30-core в Москве",319000,"Apple MacBook Pro 14 M3 Max, 2023, 32GB, 1TB, 12-Cpu, 30-Gpu несколько штук в наличии новые полностью, цвет серый и черный.",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_14_m3_max_2023_32gb_1tb_3896379707
358,"MacBook Pro 15 (2017), 1024 ГБ, Core i7, 3.1 ГГц, RAM 16 ГБ, Radeon Pro 560 4 ГБ в Москве",70000,"MacBook Pro 15 2017, объём Озу 16 гигабайт, 1 терабайт постоянной памяти. Заменен аккумулятор летом 2023 год, сейчас ±120 циклов перезарядки, при не сильно требовательных задачах способен прожить около 10 часов. Установлена macos Ventura, touch bar работает прекрасно, touch id тоже. Топовая версия с i7 3.1ггц и radeon pro 560 4gb, под windows запускается atomic heart на минимальных настройках. Клавиатура практически не залипает (а то, что залипает, зачастую исправляется самой macos).

Мак использовался бережно для обучения, продаю в связи с переходом на более новую модель.

Дефектов нет, видимых сколов нет (есть маленькие коцки на торцах в следствие естественной эксплуатации без чехла). Чехол с наклейками в подарок.

В комплекте оригинальное зарядное устройство, оригинальный кабель + кабель Commo (2м).

Коробка и чек есть, но в другом городе, при большой надобности могу привести позже/отправить вам доставкой.

Могу выслать дополнительные фото и видео.",https://www.avito.ru/moskva/noutbuki/macbook_pro_15_2017_i7_3.1ghz16gb1024gb_4113952709
359,"MacBook Pro 14 (2023), 512 ГБ, M3 Pro (12 ядер), RAM 18 ГБ, GPU 18-core в Москве",199000,"Коробка нетронутая, чек и гарантии имеются.

Почти новый, всего 3 месяца, на гарантии до ноября 2024 года. Без даже намеков на царапины. Причина продажи: много путешествую, хочу более легкий ноут.",https://www.avito.ru/moskva/noutbuki/macbook_m3_pro_14_2023_m3_18_gb512_ssdblack_3744691653
360,Macbook Pro 14 M3 2023 / Macbook Pro 16 M3 2023 в Москве,143990,"Цена за Macbook Pro 14 M3 512.
Подарок — Переходник и Гравировка!
Новый, не актив, оригинал.
Чеки кассовый и товарный.
Оплата после проверки.
Самовывоз и доставка по Мск и МО «День в День».
Оплата картой 7%, по счету на ЮЛ 7%.
Официальная гарантия от производителя.
В регионы — Сдэк по % предоплате.

Прямо сейчас позвоните или напишите, чтобы забронировать Подарок!
Пролистайте все фото/видео в объявлении, чтобы получить всю информацию.

Что для Вас, как покупателю важно знать о нас перед покупкой?
Нашему магазину более 12 лет и это в одном павильоне (не многие могут этим похвастаться).
Мы работаем в «Белую». Кассовый с QR Code и товарный чеки после покупки.
Более 300 Отзывов — это благодарность клиентов за наш сервис!
Оплата после проверки девайса, как при доставке, так и при самовывозе.
Техника исключительно новая, оригинал и не активированная.
Оплата картой (%) / работаем с юр. Лицами (%), все закрывающие док-ты в печатном виде.

Важно.
Настоятельно прошу уточнять факт наличия и актуальность цены.
Цена зависит от многих факторов, особенно от курса валюты!
В наличии все модели, цвета, объемы памяти, страны.

Информация.
Цена указана за модель.
Macbook Pro 14 M3 2023.
M3/ 8 Cpu / 10 Gpu / 8 / 512 GB.

Имеется полный модельный ряд (разные страны и раскладки клавиатуры) — уточняйте актуальную цену и факт наличия.

У нас вы можете нанести лазерную гравировку за 15 минут. Процесс нанесения смотрите в видео.

Также вы можете воспользоваться у нас trade-in. Трейд ин — сдай свой девайс и получи взамен новый! Вся техника имеет гарантию от производителя.

Доставка / Самовывоз.
М. Багратионовская, г. Москва, ул. Барклая д.8.
Мы работаем каждый день с 10 до 21 без выходных.

Прошу Вас, в обязательном порядке бронируйте товар и цену для вашего удобства перед выездом.

Доставка нашими курьером День в День.
По Москве и МО — от 500 руб (цена зависит от адреса).

Артикул: C977348696.

Быть может вы искали:
macbook pro 14 m3 max, macbook pro m3 space black, apple macbook pro 16 m3, apple macbook 14 m3, apple macbook pro 16 m3 max, macbook pro 2023 m3, macbook pro 16 m3, macbook pro 14 m3, apple macbook pro 14 m3 2023, macbook pro m3, apple macbook pro 16 2023 m3, macbook pro m3 black, apple macbook pro 14 m3, apple macbook pro m3 max, apple macbook pro m3, macbook pro 16 m3 max, macbook 14 m3, macbook pro 14 2023 m3, macbook pro 16 2023 m3 max, apple macbook pro 14 m3 max, macbook pro m3 max, macbook pro 16 2023 m3,

mpm3.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_m3_2023_macbook_pro_16_m3_2023_3858594150
361,"MacBook Pro 16 (2021), 1024 ГБ, M1 Pro (10 ядер), RAM 16 ГБ, GPU 16-core в Москве",149000,"MacBook Pro 16 M1 16GB/1TB.

Без Торга.

B oтличном состоянии.
Без каких либо дефектов и проблем.

Американская версия.
Русская гравировка.

В пользовании 1 год в домашнем использовании.

Дата покупки: 15.01.2023 года.

Опepативнaя память — 16 гб.
Ssd — 1 TB.

Циклов перезарядки: 170.
Ёмкость батареи: 93%.

В полном комплекте.
Блок зарядки с проводом.

Авито доставка возможна если вы сами оплатите комиссии Авито +5%.

Метро: улица Дмитриевского.
Ул. Наташи Качуевской д.5 (дом рядом с метро).",https://www.avito.ru/moskva/noutbuki/apple_macbook_pro_16_m1_2021_-_1tb_3712309475
362,"MacBook Pro 14 (2023), 512 ГБ, M3 Pro (11 ядер), RAM 18 ГБ, GPU 14-core в Москве",189990,"Продам топовый MacBook Pro 14 (2023) m3 pro 18/512. Цвет Space black.

Macbook абсолютно новый, в использовании не был. Куплен в мвидео, есть чек и гарантия.

Краткие характеристики:
-Процессор M3 Pro 11срu+14gрu.
-Конфигурация памяти 18/512.
-Цвет space black (черный космос), Mrx33.

В профиле есть другая электроника по отличным ценам.

Возможна Авито-доставка по договоренности, +5% к стоимости про причине комиссии Авито.

Возможна отправка через ТК(boxberry, Сдэк, dpd и другие) по полной предоплате без комиссии Авито.

Возможна доставка по Москве за доплату по договоренности.

По всем вопросам пишите, стараюсь отвечать оперативно.

Для поиска Авито:
MacBook pro 16.
MacBook pro 14.
MacBook air 15.
MacBook для работы.",https://www.avito.ru/moskva/noutbuki/macbook_pro_14_2023_m3_pro_18512_garantiya_rf_3824512498
